Week,Organization,Treasury,Members,Territories,Heat,Active
12,Backstreet Boys,2477,7,4,23,True
12,Kimber's Boys,3834,6,2,56,True
13,Sabini's Gang,969,7,4,39,True
13,Camden Boys,4235,1,3,53,True
13,Solomons' Bakery,631,8,3,18,True
13,The Cabal,3552,5,4,31,True
13,Backstreet Boys,2227,7,4,33,True
13,Kimber's Boys,3921,6,2,63,True
14,Sabini's Gang,1266,7,4,36,True
14,Camden Boys,4126,1,3,63,True
14,Solomons' Bakery,763,8,3,22,True
14,The Cabal,3893,5,4,31,True
14,Backstreet Boys,2559,7,4,32,True
14,Kimber's Boys,4372,6,2,63,True
15,Sabini's Gang,863,7,4,36,True
15,Camden Boys,0,0,0,43,False
15,Solomons' Bakery,431,9,3,22,True
15,The Cabal,4234,5,4,31,True
15,Backstreet Boys,2891,6,3,39,True
15,Kimber's Boys,4823,5,3,78,True
16,Sabini's Gang,460,8,4,36,True
16,Camden Boys,0,0,0,43,False
16,Solomons' Bakery,779,9,3,22,True
16,The Cabal,4575,5,5,36,True
16,Backstreet Boys,2891,6,3,53,True
16,Kimber's Boys,5346,3,3,93,True
17,Sabini's Gang,737,8,4,36,True
17,Camden Boys,0,0,0,43,False
17,Solomons' Bakery,1127,9,3,22,True
17,The Cabal,5002,5,5,33,True
17,Backstreet Boys,3276,6,4,58,True
17,Kimber's Boys,4428,3,2,63,True
18,Sabini's Gang,1014,8,4,36,True
18,Camden Boys,0,0,0,43,False
18,Solomons' Bakery,1175,9,3,29,True
18,The Cabal,5429,4,6,38,True
18,Backstreet Boys,3016,7,4,58,True
18,Kimber's Boys,4867,3,2,63,True
19,Sabini's Gang,591,9,4,36,True
19,Camden Boys,0,0,0,43,False
19,Solomons' Bakery,1281,9,3,36,True
19,The Cabal,6000,4,7,43,True
19,Backstreet Boys,2921,6,3,43,True
19,Kimber's Boys,5306,3,2,70,True
20,Sabini's Gang,848,9,4,29,True
20,Camden Boys,0,0,0,43,False
20,Solomons' Bakery,1766,9,3,36,True
20,The Cabal,6639,4,7,43,True
20,Backstreet Boys,3295,6,3,43,True
20,Kimber's Boys,5045,4,2,70,True
21,Sabini's Gang,605,9,4,39,True
21,Camden Boys,0,0,0,43,False
21,Solomons' Bakery,2251,8,4,41,True
21,The Cabal,7278,4,7,58,True
21,Backstreet Boys,2969,6,3,50,True
21,Kimber's Boys,5464,4,2,61,True
22,Sabini's Gang,915,9,4,29,True
22,Camden Boys,0,0,0,43,False
22,Solomons' Bakery,2522,8,4,48,True
22,The Cabal,7917,4,7,58,True
22,Backstreet Boys,3343,5,3,65,True
22,Kimber's Boys,5383,4,2,78,True
23,Sabini's Gang,1225,8,4,29,True
23,Camden Boys,0,0,0,43,False
23,Solomons' Bakery,3158,8,4,48,True
23,The Cabal,7856,5,7,58,True
23,Backstreet Boys,3177,4,3,35,True
23,Kimber's Boys,5865,4,2,78,True
24,Sabini's Gang,1555,8,4,29,True
24,Camden Boys,0,0,0,43,False
24,Solomons' Bakery,3794,8,4,48,True
24,The Cabal,7775,6,7,58,True
24,Backstreet Boys,3509,2,3,50,True
24,Kimber's Boys,5395,3,2,55,True
25,Sabini's Gang,1885,8,4,29,True
25,Camden Boys,0,0,0,43,False
25,Solomons' Bakery,4430,8,4,38,True
25,The Cabal,8374,6,7,58,True
25,Backstreet Boys,3881,2,3,50,True
25,Kimber's Boys,5333,3,2,65,True
26,Sabini's Gang,2215,8,4,29,True
26,Camden Boys,0,0,0,43,False
26,Solomons' Bakery,5066,8,4,38,True
26,The Cabal,8973,6,7,58,True
26,Backstreet Boys,3553,3,3,50,True
26,Kimber's Boys,5540,3,2,72,True
27,Sabini's Gang,2545,8,4,29,True
27,Camden Boys,0,0,0,43,False
27,Solomons' Bakery,5702,8,4,38,True
27,The Cabal,8872,7,7,58,True
27,Backstreet Boys,3755,3,3,54,True
27,Kimber's Boys,5819,3,2,79,True
28,Sabini's Gang,2575,8,4,36,True
28,Camden Boys,0,0,0,43,False
28,Solomons' Bakery,6338,8,4,38,True
28,The Cabal,8751,8,7,58,True
28,Backstreet Boys,3474,4,3,54,True
28,Kimber's Boys,6468,3,2,73,True
29,Sabini's Gang,2972,8,4,36,True
29,Camden Boys,0,0,0,43,False
29,Solomons' Bakery,6974,8,4,29,True
29,The Cabal,7914,7,7,28,True
29,Backstreet Boys,3373,3,3,64,True
29,Kimber's Boys,6617,3,2,83,True
30,Sabini's Gang,3369,8,4,36,True
30,Camden Boys,0,0,0,43,False
30,Solomons' Bakery,7610,8,4,29,True
30,The Cabal,8142,7,7,35,True
30,Backstreet Boys,3867,3,3,64,True
30,Kimber's Boys,7326,3,2,76,True
31,Sabini's Gang,3766,8,4,28,True
31,Camden Boys,0,0,0,43,False
31,Solomons' Bakery,7746,8,4,39,True
31,The Cabal,8042,8,7,35,True
31,Backstreet Boys,3112,3,3,34,True
31,Kimber's Boys,8035,3,2,76,True
32,Sabini's Gang,4163,8,4,28,True
32,Camden Boys,0,0,0,43,False
32,Solomons' Bakery,8452,8,4,33,True
32,The Cabal,8622,8,7,35,True
32,Backstreet Boys,3516,3,3,27,True
32,Kimber's Boys,8044,4,2,76,True
33,Sabini's Gang,4060,7,3,45,True
33,Camden Boys,0,0,0,43,False
33,Solomons' Bakery,9158,8,4,33,True
33,The Cabal,9202,8,7,31,True
33,Backstreet Boys,3920,3,4,42,True
33,Kimber's Boys,8733,3,2,76,True
34,Sabini's Gang,4472,7,3,45,True
34,Camden Boys,0,0,0,43,False
34,Solomons' Bakery,9864,8,4,33,True
34,The Cabal,9082,9,7,31,True
34,Backstreet Boys,4094,3,4,49,True
34,Kimber's Boys,8026,2,2,46,True
35,Sabini's Gang,4184,8,3,45,True
35,Camden Boys,0,0,0,43,False
35,Solomons' Bakery,9870,9,4,33,True
35,The Cabal,9492,7,7,42,True
35,Backstreet Boys,3944,4,4,49,True
35,Kimber's Boys,7391,1,2,31,True
36,Sabini's Gang,4576,8,3,60,True
36,Camden Boys,0,0,0,43,False
36,Solomons' Bakery,10556,8,4,33,True
36,The Cabal,9482,8,7,42,True
36,Backstreet Boys,4474,4,4,46,True
36,Kimber's Boys,8010,1,2,31,True
37,Sabini's Gang,4968,8,3,60,True
37,Camden Boys,0,0,0,43,False
37,Solomons' Bakery,11262,8,4,33,True
37,The Cabal,10152,8,7,42,True
37,Backstreet Boys,4854,4,4,50,True
37,Kimber's Boys,8129,1,2,41,True
38,Sabini's Gang,5360,8,3,60,True
38,Camden Boys,0,0,0,43,False
38,Solomons' Bakery,11968,8,4,33,True
38,The Cabal,10672,7,7,46,True
38,Backstreet Boys,5448,4,4,50,True
38,Kimber's Boys,8099,2,2,41,True
39,Sabini's Gang,5752,8,3,60,True
39,Camden Boys,0,0,0,43,False
39,Solomons' Bakery,12674,8,4,28,True
39,The Cabal,11413,7,7,46,True
39,Backstreet Boys,6042,4,4,43,True
39,Kimber's Boys,8049,3,2,41,True
40,Sabini's Gang,6144,8,3,67,True
40,Camden Boys,0,0,0,43,False
40,Solomons' Bakery,13380,8,4,20,True
40,The Cabal,12154,7,7,46,True
40,Backstreet Boys,6636,2,4,58,True
40,Kimber's Boys,7979,4,2,41,True
41,Sabini's Gang,5556,7,2,37,True
41,Camden Boys,0,0,0,43,False
41,Solomons' Bakery,14086,8,4,20,True
41,The Cabal,12895,7,7,46,True
41,Backstreet Boys,6180,1,3,28,True
41,Kimber's Boys,8439,4,2,45,True
42,Sabini's Gang,5638,7,2,44,True
42,Camden Boys,0,0,0,43,False
42,Solomons' Bakery,14792,8,4,18,True
42,The Cabal,13636,7,7,37,True
42,Backstreet Boys,6751,1,3,24,True
42,Kimber's Boys,9136,4,2,42,True
43,Sabini's Gang,6082,7,3,49,True
43,Camden Boys,0,0,0,43,False
43,Solomons' Bakery,15498,8,4,8,True
43,The Cabal,14377,7,7,37,True
43,Backstreet Boys,6622,2,3,24,True
43,Kimber's Boys,9133,5,2,42,True
44,Sabini's Gang,6609,7,3,49,True
44,Camden Boys,0,0,0,43,False
44,Solomons' Bakery,15704,8,4,18,True
44,The Cabal,14418,8,7,37,True
44,Backstreet Boys,7173,1,3,24,True
44,Kimber's Boys,9810,5,2,42,True
45,Sabini's Gang,7136,7,4,54,True
45,Camden Boys,0,0,0,43,False
45,Solomons' Bakery,16482,8,4,18,True
45,The Cabal,15139,8,7,37,True
45,Backstreet Boys,7744,1,3,24,True
45,Kimber's Boys,9787,6,2,42,True
46,Sabini's Gang,7693,6,4,54,True
46,Camden Boys,0,0,0,43,False
46,Solomons' Bakery,16560,9,4,18,True
46,The Cabal,15360,8,7,47,True
46,Backstreet Boys,8315,1,3,24,True
46,Kimber's Boys,10444,6,2,42,True
47,Sabini's Gang,6775,5,3,31,True
47,Camden Boys,0,0,0,43,False
47,Solomons' Bakery,17318,9,4,18,True
47,The Cabal,16140,8,7,47,True
47,Backstreet Boys,8186,1,3,24,True
47,Kimber's Boys,11101,6,2,42,True
48,Sabini's Gang,7094,5,3,38,True
48,Camden Boys,0,0,0,43,False
48,Solomons' Bakery,17776,9,4,25,True
48,The Cabal,16920,7,8,52,True
48,Backstreet Boys,8057,2,3,24,True
48,Kimber's Boys,11458,6,2,49,True
49,Sabini's Gang,7767,5,3,38,True
49,Camden Boys,0,0,0,43,False
49,Solomons' Bakery,18306,9,4,32,True
49,The Cabal,17750,7,8,52,True
49,Backstreet Boys,8608,1,3,39,True
49,Kimber's Boys,12196,6,2,56,True
50,Sabini's Gang,7740,5,3,38,True
50,Camden Boys,0,0,0,43,False
50,Solomons' Bakery,18498,10,4,32,True
50,The Cabal,17880,8,8,52,True
50,Backstreet Boys,9179,1,3,54,True
50,Kimber's Boys,12934,5,2,63,True
51,Sabini's Gang,8413,5,3,38,True
51,Camden Boys,0,0,0,43,False
51,Solomons' Bakery,19370,10,4,32,True
51,The Cabal,18190,8,8,62,True
51,Backstreet Boys,9750,1,3,54,True
51,Kimber's Boys,13692,5,2,56,True
52,Sabini's Gang,9086,5,3,38,True
52,Camden Boys,0,0,0,43,False
52,Solomons' Bakery,19542,11,4,32,True
52,The Cabal,19069,8,8,62,True
52,Backstreet Boys,10171,1,3,58,True
52,Kimber's Boys,13750,6,2,56,True
53,Sabini's Gang,9759,4,3,38,True
53,Camden Boys,0,0,0,43,False
53,Solomons' Bakery,20394,11,4,22,True
53,The Cabal,16701,6,8,39,True
53,Backstreet Boys,8587,1,3,28,True
53,Kimber's Boys,11720,6,2,26,True
54,Sabini's Gang,9752,5,3,38,True
54,Camden Boys,0,0,0,43,False
54,Solomons' Bakery,21246,11,4,22,True
54,The Cabal,17620,6,8,39,True
54,Backstreet Boys,9143,1,3,43,True
54,Kimber's Boys,12249,5,2,37,True
55,Sabini's Gang,10125,5,3,45,True
55,Camden Boys,0,0,0,43,False
55,Solomons' Bakery,22098,11,4,22,True
55,The Cabal,17839,7,8,39,True
55,Backstreet Boys,8999,2,3,50,True
55,Kimber's Boys,13016,4,2,52,True
56,Sabini's Gang,10870,5,3,45,True
56,Camden Boys,0,0,0,43,False
56,Solomons' Bakery,22800,10,4,26,True
56,The Cabal,18038,8,8,39,True
56,Backstreet Boys,9535,2,2,57,True
56,Kimber's Boys,13803,3,3,67,True
57,Sabini's Gang,11615,5,3,45,True
57,Camden Boys,0,0,0,43,False
57,Solomons' Bakery,23758,10,4,26,True
57,The Cabal,18917,8,8,39,True
57,Backstreet Boys,9342,3,2,64,True
57,Kimber's Boys,14639,3,3,82,True
58,Sabini's Gang,12360,5,3,45,True
58,Camden Boys,0,0,0,43,False
58,Solomons' Bakery,24716,10,4,17,True
58,The Cabal,19646,8,8,43,True
58,Backstreet Boys,8355,2,2,49,True
58,Kimber's Boys,15475,3,3,89,True
59,Sabini's Gang,12405,6,3,45,True
59,Camden Boys,0,0,0,43,False
59,Solomons' Bakery,25674,10,4,17,True
59,The Cabal,19884,8,8,43,True
59,Backstreet Boys,8802,2,2,49,True
59,Kimber's Boys,13270,3,3,59,True
60,Sabini's Gang,13130,6,3,45,True
60,Camden Boys,0,0,0,43,False
60,Solomons' Bakery,26632,10,4,13,True
60,The Cabal,20822,8,8,43,True
60,Backstreet Boys,9249,2,2,49,True
60,Kimber's Boys,13342,4,3,59,True
61,Sabini's Gang,13855,6,3,45,True
61,Camden Boys,0,0,0,43,False
61,Solomons' Bakery,27290,10,4,20,True
61,The Cabal,21060,9,8,43,True
61,Backstreet Boys,9696,2,2,49,True
61,Kimber's Boys,11853,3,2,33,True
62,Sabini's Gang,14580,6,3,45,True
62,Camden Boys,0,0,0,43,False
62,Solomons' Bakery,27819,10,4,30,True
62,The Cabal,21278,10,8,43,True
62,Backstreet Boys,10143,2,2,49,True
62,Kimber's Boys,12647,3,2,33,True
63,Sabini's Gang,15305,6,3,35,True
63,Camden Boys,0,0,0,43,False
63,Solomons' Bakery,28599,10,4,37,True
63,The Cabal,22176,10,8,36,True
63,Backstreet Boys,9890,3,2,49,True
63,Kimber's Boys,13441,3,3,38,True
64,Sabini's Gang,15330,7,3,35,True
64,Camden Boys,0,0,0,43,False
64,Solomons' Bakery,29742,10,4,37,True
64,The Cabal,22574,10,8,46,True
64,Backstreet Boys,10317,3,2,49,True
64,Kimber's Boys,14287,3,3,38,True
65,Sabini's Gang,16035,7,3,35,True
65,Camden Boys,0,0,0,43,False
65,Solomons' Bakery,30585,10,4,44,True
65,The Cabal,23552,10,8,46,True
65,Backstreet Boys,10044,4,2,49,True
65,Kimber's Boys,15133,3,3,29,True
66,Sabini's Gang,16740,7,3,35,True
66,Camden Boys,0,0,0,43,False
66,Solomons' Bakery,31812,10,4,44,True
66,The Cabal,23830,11,8,46,True
66,Backstreet Boys,10451,4,2,49,True
66,Kimber's Boys,15979,3,3,26,True
67,Sabini's Gang,16745,8,3,35,True
67,Camden Boys,0,0,0,43,False
67,Solomons' Bakery,33039,10,4,44,True
67,The Cabal,24788,11,8,46,True
67,Backstreet Boys,10158,5,2,49,True
67,Kimber's Boys,16125,4,3,26,True
68,Sabini's Gang,17430,8,3,35,True
68,Camden Boys,0,0,0,43,False
68,Solomons' Bakery,34266,10,4,44,True
68,The Cabal,25596,11,8,50,True
68,Backstreet Boys,9845,6,2,49,True
68,Kimber's Boys,16951,4,3,16,True
69,Sabini's Gang,18115,8,3,35,True
69,Camden Boys,0,0,0,43,False
69,Solomons' Bakery,35493,9,4,44,True
69,The Cabal,25936,12,8,50,True
69,Backstreet Boys,10062,6,2,53,True
69,Kimber's Boys,17077,5,3,16,True
70,Sabini's Gang,18800,8,3,35,True
70,Camden Boys,0,0,0,43,False
70,Solomons' Bakery,36740,9,4,44,True
70,The Cabal,26256,13,8,50,True
70,Backstreet Boys,10497,6,2,53,True
70,Kimber's Boys,17183,5,3,16,True
71,Sabini's Gang,19485,8,3,35,True
71,Camden Boys,0,0,0,43,False
71,Solomons' Bakery,37487,9,4,54,True
71,The Cabal,27256,13,8,50,True
71,Backstreet Boys,10932,6,2,53,True
71,Kimber's Boys,17989,5,3,14,True
72,Sabini's Gang,20170,8,3,35,True
72,Camden Boys,0,0,0,43,False
72,Solomons' Bakery,38803,9,4,54,True
72,The Cabal,28256,13,8,50,True
72,Backstreet Boys,11367,6,2,53,True
72,Kimber's Boys,18795,5,3,14,True
73,Sabini's Gang,20855,8,3,35,True
73,Camden Boys,0,0,0,43,False
73,Solomons' Bakery,40119,9,4,54,True
73,The Cabal,29256,13,8,50,True
73,Backstreet Boys,11802,6,2,46,True
73,Kimber's Boys,19451,5,3,18,True
74,Sabini's Gang,21390,8,3,39,True
74,Camden Boys,0,0,0,43,False
74,Solomons' Bakery,41435,9,4,54,True
74,The Cabal,30256,13,8,50,True
74,Backstreet Boys,11537,7,2,46,True
74,Kimber's Boys,19645,6,3,18,True
75,Sabini's Gang,22162,8,3,39,True
75,Camden Boys,0,0,0,43,False
75,Solomons' Bakery,42751,9,4,54,True
75,The Cabal,31256,13,8,50,True
75,Backstreet Boys,11452,7,2,56,True
75,Kimber's Boys,20519,6,3,18,True
76,Sabini's Gang,22934,6,3,39,True
76,Camden Boys,0,0,0,43,False
76,Solomons' Bakery,43767,9,4,61,True
76,The Cabal,32256,13,8,50,True
76,Backstreet Boys,11920,7,2,56,True
76,Kimber's Boys,21393,6,3,9,True
77,Sabini's Gang,23746,6,3,39,True
77,Camden Boys,0,0,0,43,False
77,Solomons' Bakery,45165,8,4,61,True
77,The Cabal,33256,12,8,50,True
77,Backstreet Boys,12388,7,2,56,True
77,Kimber's Boys,21567,7,3,9,True
78,Sabini's Gang,23858,7,3,39,True
78,Camden Boys,0,0,0,43,False
78,Solomons' Bakery,46583,8,4,59,True
78,The Cabal,33976,12,8,57,True
78,Backstreet Boys,12556,7,2,63,True
78,Kimber's Boys,22421,7,3,9,True
79,Sabini's Gang,23950,8,3,39,True
79,Camden Boys,0,0,0,43,False
79,Solomons' Bakery,47301,9,4,59,True
79,The Cabal,35078,12,8,56,True
79,Backstreet Boys,11124,6,2,32,True
79,Kimber's Boys,23275,7,3,7,True
80,Sabini's Gang,24722,8,3,39,True
80,Camden Boys,0,0,0,43,False
80,Solomons' Bakery,48699,8,4,59,True
80,The Cabal,36180,12,8,56,True
80,Backstreet Boys,11607,6,2,32,True
80,Kimber's Boys,24129,7,3,3,True
81,Sabini's Gang,25494,8,3,32,True
81,Camden Boys,0,0,0,43,False
81,Solomons' Bakery,49617,8,4,69,True
81,The Cabal,37282,12,8,56,True
81,Backstreet Boys,12090,6,2,32,True
81,Kimber's Boys,24983,7,3,3,True
82,Sabini's Gang,26266,8,3,32,True
82,Camden Boys,0,0,0,43,False
82,Solomons' Bakery,50402,8,4,69,True
82,The Cabal,38384,12,8,56,True
82,Backstreet Boys,12573,6,2,32,True
82,Kimber's Boys,25837,7,3,3,True
83,Sabini's Gang,26738,8,3,39,True
83,Camden Boys,0,0,0,43,False
83,Solomons' Bakery,51587,8,4,76,True
83,The Cabal,38786,13,8,56,True
83,Backstreet Boys,13056,6,2,30,True
83,Kimber's Boys,26691,7,3,3,True
84,Sabini's Gang,26883,9,3,39,True
84,Camden Boys,0,0,0,43,False
84,Solomons' Bakery,52432,8,4,76,True
84,The Cabal,39868,13,8,56,True
84,Backstreet Boys,13539,6,2,30,True
84,Kimber's Boys,27545,7,3,3,True
85,Sabini's Gang,27708,9,3,39,True
85,Camden Boys,0,0,0,43,False
85,Solomons' Bakery,45881,6,4,39,True
85,The Cabal,40950,13,8,56,True
85,Backstreet Boys,13522,6,2,40,True
85,Kimber's Boys,27699,8,3,3,True
86,Sabini's Gang,28033,9,3,49,True
86,Camden Boys,0,0,0,43,False
86,Solomons' Bakery,46694,7,4,39,True
86,The Cabal,42032,13,8,56,True
86,Backstreet Boys,14086,6,2,40,True
86,Kimber's Boys,28533,8,3,3,True
87,Sabini's Gang,28947,9,3,49,True
87,Camden Boys,0,0,0,43,False
87,Solomons' Bakery,48037,7,4,43,True
87,The Cabal,36647,12,8,26,True
87,Backstreet Boys,13950,7,2,40,True
87,Kimber's Boys,28667,9,3,3,True
88,Sabini's Gang,29861,9,3,49,True
88,Camden Boys,0,0,0,43,False
88,Solomons' Bakery,48887,8,4,43,True
88,The Cabal,37677,12,8,26,True
88,Backstreet Boys,14494,7,2,40,True
88,Kimber's Boys,29331,9,3,7,True
89,Sabini's Gang,30075,10,3,49,True
89,Camden Boys,0,0,0,43,False
89,Solomons' Bakery,42727,7,3,24,True
89,The Cabal,38707,12,8,26,True
89,Backstreet Boys,15038,5,2,55,True
89,Kimber's Boys,30208,9,3,7,True
90,Sabini's Gang,30269,11,3,49,True
90,Camden Boys,0,0,0,43,False
90,Solomons' Bakery,43597,8,3,24,True
90,The Cabal,39037,12,8,26,True
90,Backstreet Boys,15622,5,2,48,True
90,Kimber's Boys,31085,9,3,7,True
91,Sabini's Gang,31143,11,3,49,True
91,Camden Boys,0,0,0,43,False
91,Solomons' Bakery,45147,8,4,29,True
91,The Cabal,39367,13,8,26,True
91,Backstreet Boys,16206,5,2,48,True
91,Kimber's Boys,31962,9,3,7,True
92,Sabini's Gang,32017,11,3,49,True
92,Camden Boys,0,0,0,43,False
92,Solomons' Bakery,46463,7,4,36,True
92,The Cabal,39677,14,8,26,True
92,Backstreet Boys,16790,5,2,43,True
92,Kimber's Boys,32139,9,3,7,True
93,Sabini's Gang,32891,11,3,49,True
93,Camden Boys,0,0,0,43,False
93,Solomons' Bakery,48005,7,4,40,True
93,The Cabal,40667,14,8,26,True
93,Backstreet Boys,17374,5,2,43,True
93,Kimber's Boys,33016,9,3,1,True
94,Sabini's Gang,33765,10,3,49,True
94,Camden Boys,0,0,0,43,False
94,Solomons' Bakery,49605,7,4,44,True
94,The Cabal,41657,14,8,26,True
94,Backstreet Boys,17658,5,2,50,True
94,Kimber's Boys,33893,9,3,1,True
95,Sabini's Gang,34659,10,3,43,True
95,Camden Boys,0,0,0,43,False
95,Solomons' Bakery,51431,6,3,51,True
95,The Cabal,42647,14,8,26,True
95,Backstreet Boys,18301,4,3,65,True
95,Kimber's Boys,34270,9,3,11,True
96,Sabini's Gang,34853,11,3,43,True
96,Camden Boys,0,0,0,43,False
96,Solomons' Bakery,53211,6,3,46,True
96,The Cabal,43637,14,8,26,True
96,Backstreet Boys,19030,4,3,65,True
96,Kimber's Boys,35201,9,3,11,True
97,Sabini's Gang,35727,11,3,43,True
97,Camden Boys,0,0,0,43,False
97,Solomons' Bakery,54991,6,3,46,True
97,The Cabal,43927,15,8,26,True
97,Backstreet Boys,19759,3,3,65,True
97,Kimber's Boys,35432,10,3,11,True
98,Sabini's Gang,36601,11,3,43,True
98,Camden Boys,0,0,0,43,False
98,Solomons' Bakery,56771,6,3,46,True
98,The Cabal,44897,15,8,26,True
98,Backstreet Boys,20508,3,3,65,True
98,Kimber's Boys,36343,10,3,11,True
99,Sabini's Gang,37475,11,3,43,True
99,Camden Boys,0,0,0,43,False
99,Solomons' Bakery,58551,6,3,46,True
99,The Cabal,45867,15,8,26,True
99,Backstreet Boys,21257,1,2,87,True
99,Kimber's Boys,37254,10,4,33,True
