Week,Organization,Treasury,Members,Territories,Heat,Active
0,Camden Boys,1846,5,1,0,True
0,Peaky Blinders,2081,5,1,0,True
0,The Iron Hand,1546,5,1,0,True
0,Kimber's Boys,1961,5,1,0,True
0,Backstreet Boys,1030,5,2,5,True
0,Solomons' Bakery,3127,5,1,0,True
1,Camden Boys,1250,6,1,0,True
1,Peaky Blinders,2121,5,2,5,True
1,The Iron Hand,1419,5,1,4,True
1,Kimber's Boys,1951,5,1,0,True
1,Backstreet Boys,1116,5,3,10,True
1,Solomons' Bakery,3135,5,2,5,True
2,Camden Boys,1334,6,1,0,True
2,Peaky Blinders,2264,5,2,5,True
2,The Iron Hand,1496,5,2,9,True
2,Kimber's Boys,1941,5,1,0,True
2,Backstreet Boys,1313,5,4,15,True
2,Solomons' Bakery,2486,6,2,5,True
3,Camden Boys,1268,6,1,4,True
3,Peaky Blinders,4338,4,3,20,True
3,The Iron Hand,1651,5,2,9,True
3,Kimber's Boys,0,0,0,0,False
3,Backstreet Boys,1578,3,4,37,True
3,Solomons' Bakery,2517,6,2,27,True
4,Camden Boys,910,6,1,14,True
4,Peaky Blinders,3812,5,3,20,True
4,The Iron Hand,1106,6,2,9,True
4,Kimber's Boys,0,0,0,0,False
4,Backstreet Boys,1183,3,3,44,True
4,Solomons' Bakery,2548,6,3,42,True
5,Camden Boys,940,5,1,0,True
5,Peaky Blinders,3966,5,3,20,True
5,The Iron Hand,1241,6,3,14,True
5,Kimber's Boys,0,0,0,0,False
5,Backstreet Boys,1042,2,3,18,True
5,Solomons' Bakery,2675,6,3,35,True
6,Camden Boys,1190,5,1,0,True
6,Peaky Blinders,4120,5,3,20,True
6,The Iron Hand,1397,6,4,19,True
6,Kimber's Boys,0,0,0,0,False
6,Backstreet Boys,1071,1,3,3,True
6,Solomons' Bakery,2382,5,3,17,True
7,Camden Boys,740,6,1,0,True
7,Peaky Blinders,3208,4,2,0,True
7,The Iron Hand,1384,4,3,0,True
7,Kimber's Boys,0,0,0,0,False
7,Backstreet Boys,1246,1,2,10,True
7,Solomons' Bakery,2529,5,4,32,True
8,Camden Boys,970,6,2,5,True
8,Peaky Blinders,3299,3,2,4,True
8,The Iron Hand,677,4,2,0,True
8,Kimber's Boys,0,0,0,0,False
8,Backstreet Boys,1310,1,2,10,True
8,Solomons' Bakery,2787,5,4,28,True
9,Camden Boys,511,7,2,5,True
9,Peaky Blinders,3614,3,2,4,True
9,The Iron Hand,795,4,3,5,True
9,Kimber's Boys,0,0,0,0,False
9,Backstreet Boys,0,0,0,0,False
9,Solomons' Bakery,2589,4,4,10,True
10,Camden Boys,732,7,2,5,True
10,Peaky Blinders,3929,3,3,9,True
10,The Iron Hand,291,4,3,5,True
10,Kimber's Boys,0,0,0,0,False
10,Backstreet Boys,0,0,0,0,False
10,Solomons' Bakery,2681,4,4,14,True
11,Camden Boys,953,7,2,5,True
11,Peaky Blinders,3560,4,3,9,True
11,The Iron Hand,487,4,3,5,True
11,Kimber's Boys,0,0,0,0,False
11,Backstreet Boys,0,0,0,0,False
11,Solomons' Bakery,2405,3,4,0,True
12,Camden Boys,1174,7,2,5,True
12,Peaky Blinders,3171,5,3,9,True
12,The Iron Hand,683,4,4,10,True
12,Kimber's Boys,0,0,0,0,False
12,Backstreet Boys,0,0,0,0,False
12,Solomons' Bakery,2719,3,4,0,True
13,Camden Boys,1395,7,2,5,True
13,Peaky Blinders,3462,5,3,0,True
13,The Iron Hand,790,3,5,0,True
13,Kimber's Boys,0,0,0,0,False
13,Backstreet Boys,0,0,0,0,False
13,Solomons' Bakery,2333,4,4,0,True
14,Camden Boys,1616,7,2,5,True
14,Peaky Blinders,3753,5,3,0,True
14,The Iron Hand,426,4,5,0,True
14,Kimber's Boys,0,0,0,0,False
14,Backstreet Boys,0,0,0,0,False
14,Solomons' Bakery,1978,3,3,0,True
15,Camden Boys,1837,7,2,5,True
15,Peaky Blinders,4044,5,4,5,True
15,The Iron Hand,742,4,6,5,True
15,Kimber's Boys,0,0,0,0,False
15,Backstreet Boys,0,0,0,0,False
15,Solomons' Bakery,2294,3,3,0,True
16,Camden Boys,1908,7,2,9,True
16,Peaky Blinders,4410,5,4,0,True
16,The Iron Hand,1136,4,7,10,True
16,Kimber's Boys,0,0,0,0,False
16,Backstreet Boys,0,0,0,0,False
16,Solomons' Bakery,2110,3,3,10,True
17,Camden Boys,2056,7,2,13,True
17,Peaky Blinders,4776,5,4,0,True
17,The Iron Hand,1542,4,8,15,True
17,Kimber's Boys,0,0,0,0,False
17,Backstreet Boys,0,0,0,0,False
17,Solomons' Bakery,2514,3,3,10,True
18,Camden Boys,1704,8,2,13,True
18,Peaky Blinders,4442,6,4,0,True
18,The Iron Hand,2000,4,8,27,True
18,Kimber's Boys,0,0,0,0,False
18,Backstreet Boys,0,0,0,0,False
18,Solomons' Bakery,2918,3,4,25,True
19,Camden Boys,1332,8,2,13,True
19,Peaky Blinders,4088,7,4,0,True
19,The Iron Hand,2422,4,9,32,True
19,Kimber's Boys,0,0,0,0,False
19,Backstreet Boys,0,0,0,0,False
19,Solomons' Bakery,3390,3,4,25,True
