Week,Organization,Treasury,Members,Territories,Heat,Active
6,Sabini's Gang,1111,6,1,25,True
6,Solomons' Bakery,146,6,1,16,True
6,The Iron Hand,1163,6,1,0,True
6,Camden Boys,0,0,0,0,False
6,Peaky Blinders,1754,6,1,2,True
6,Backstreet Boys,1578,5,1,25,True
6,Kimber's Boys,1301,6,1,10,True
7,The Cabal,2056,8,2,10,True
7,Sabini's Gang,804,6,1,35,True
7,Solomons' Bakery,393,6,1,16,True
7,The Iron Hand,423,7,1,0,True
7,Camden Boys,0,0,0,0,False
7,Peaky Blinders,1877,6,1,2,True
7,Backstreet Boys,1826,5,1,17,True
7,Kimber's Boys,1310,6,1,14,True
8,The Cabal,1355,9,2,10,True
8,Sabini's Gang,1056,6,1,35,True
8,Solomons' Bakery,390,7,1,16,True
8,The Iron Hand,363,7,1,0,True
8,Camden Boys,0,0,0,0,False
8,Peaky Blinders,2000,5,1,0,True
8,Backstreet Boys,1924,5,1,21,True
8,Kimber's Boys,1546,6,1,14,True
9,The Cabal,834,9,2,20,True
9,Sabini's Gang,1308,5,1,35,True
9,Solomons' Bakery,617,7,1,12,True
9,The Iron Hand,303,7,1,0,True
9,Camden Boys,0,0,0,0,False
9,Peaky Blinders,1643,5,1,10,True
9,Backstreet Boys,1549,6,1,21,True
9,Kimber's Boys,1782,6,1,14,True
10,The Cabal,400,9,2,30,True
10,Sabini's Gang,1580,5,1,35,True
10,Solomons' Bakery,844,7,1,12,True
10,The Iron Hand,193,8,1,0,True
10,Camden Boys,0,0,0,0,False
10,Peaky Blinders,1357,5,1,20,True
10,Backstreet Boys,1354,6,1,31,True
10,Kimber's Boys,2018,6,1,9,True
11,The Cabal,548,8,2,30,True
11,Sabini's Gang,1852,5,1,35,True
11,Solomons' Bakery,1071,7,1,12,True
11,The Iron Hand,113,8,1,0,True
11,Camden Boys,0,0,0,0,False
11,Peaky Blinders,1639,5,1,18,True
11,Backstreet Boys,1437,6,1,38,True
11,Kimber's Boys,2254,6,1,9,True
12,The Cabal,716,8,2,30,True
12,Sabini's Gang,2124,5,1,35,True
12,Solomons' Bakery,1298,7,1,12,True
12,The Iron Hand,-17,9,1,0,True
12,Camden Boys,0,0,0,0,False
12,Peaky Blinders,1921,5,1,18,True
12,Backstreet Boys,1908,6,1,38,True
12,Kimber's Boys,2490,6,1,9,True
13,The Cabal,184,9,2,30,True
13,Sabini's Gang,2396,5,1,35,True
13,Solomons' Bakery,825,8,1,12,True
13,The Iron Hand,3,9,1,0,True
13,Camden Boys,0,0,0,0,False
13,Peaky Blinders,2203,5,1,18,True
13,Backstreet Boys,1679,7,1,38,True
13,Kimber's Boys,2026,7,1,9,True
14,The Cabal,332,9,2,30,True
14,Sabini's Gang,2668,5,1,35,True
14,Solomons' Bakery,332,9,1,12,True
14,The Iron Hand,3,6,1,15,True
14,Camden Boys,0,0,0,0,False
14,Peaky Blinders,2485,5,1,18,True
14,Backstreet Boys,1430,7,1,45,True
14,Kimber's Boys,2242,7,1,9,True
15,The Cabal,480,6,2,45,True
15,Sabini's Gang,2940,5,1,33,True
15,Solomons' Bakery,269,10,1,12,True
15,The Iron Hand,-47,6,1,22,True
15,Camden Boys,0,0,0,0,False
15,Peaky Blinders,2767,5,1,18,True
15,Backstreet Boys,1881,7,1,38,True
15,Kimber's Boys,2458,7,1,9,True
16,The Cabal,438,7,2,45,True
16,Sabini's Gang,2512,6,1,33,True
16,Solomons' Bakery,436,10,1,12,True
16,The Iron Hand,13,6,1,22,True
16,Camden Boys,0,0,0,0,False
16,Peaky Blinders,2549,5,1,28,True
16,Backstreet Boys,1632,8,1,38,True
16,Kimber's Boys,1974,8,1,9,True
17,The Cabal,326,7,2,52,True
17,Sabini's Gang,2764,6,1,33,True
17,Solomons' Bakery,603,10,1,4,True
17,The Iron Hand,13,6,1,22,True
17,Camden Boys,0,0,0,0,False
17,Peaky Blinders,2921,5,1,28,True
17,Backstreet Boys,1763,8,1,45,True
17,Kimber's Boys,2170,8,1,9,True
18,The Cabal,315,7,2,52,True
18,Sabini's Gang,2316,7,1,33,True
18,Solomons' Bakery,770,10,1,4,True
18,The Iron Hand,-37,6,1,22,True
18,Camden Boys,0,0,0,0,False
18,Peaky Blinders,2593,6,1,28,True
18,Backstreet Boys,1546,9,1,45,True
18,Kimber's Boys,2366,8,1,9,True
19,The Cabal,554,7,2,48,True
19,Sabini's Gang,1848,8,1,33,True
19,Solomons' Bakery,937,8,1,11,True
19,The Iron Hand,3,4,1,22,True
19,Camden Boys,0,0,0,0,False
19,Peaky Blinders,2945,6,1,22,True
19,Backstreet Boys,1509,9,1,55,True
19,Kimber's Boys,2562,7,1,24,True
