Week,Organization,Treasury,Members,Territories,Heat,Active
21,Peaky Blinders,0,0,0,46,False
21,The Iron Hand,2097,2,2,47,True
21,Solomons' Bakery,950,2,2,47,True
22,The Cabal,4326,9,6,43,True
22,Kimber's Boys,157,8,6,33,True
22,Backstreet Boys,2147,6,3,28,True
22,Peaky Blinders,0,0,0,46,False
22,The Iron Hand,1798,1,2,24,True
22,Solomons' Bakery,455,3,2,47,True
23,The Cabal,4839,9,6,43,True
23,Kimber's Boys,433,7,7,45,True
23,Backstreet Boys,2558,6,3,28,True
23,Peaky Blinders,0,0,0,46,False
23,The Iron Hand,2136,1,2,24,True
23,Solomons' Bakery,440,2,2,32,True
24,The Cabal,5352,9,6,43,True
24,Kimber's Boys,826,5,6,52,True
24,Backstreet Boys,2969,6,3,18,True
24,Peaky Blinders,0,0,0,46,False
24,The Iron Hand,2474,1,3,39,True
24,Solomons' Bakery,594,2,2,32,True
25,The Cabal,4561,8,6,23,True
25,Kimber's Boys,1236,5,6,52,True
25,Backstreet Boys,3380,6,3,18,True
25,Peaky Blinders,0,0,0,46,False
25,The Iron Hand,2835,1,3,29,True
25,Solomons' Bakery,748,2,2,32,True
26,The Cabal,4609,8,6,33,True
26,Kimber's Boys,1646,5,6,45,True
26,Backstreet Boys,3791,6,3,18,True
26,Peaky Blinders,0,0,0,46,False
26,The Iron Hand,2696,1,3,39,True
26,Solomons' Bakery,402,2,2,42,True
27,The Cabal,4925,8,6,40,True
27,Kimber's Boys,1906,5,6,49,True
27,Backstreet Boys,3502,7,3,18,True
27,Peaky Blinders,0,0,0,46,False
27,The Iron Hand,3113,1,3,39,True
27,Solomons' Bakery,381,3,2,42,True
28,The Cabal,5619,7,6,38,True
28,Kimber's Boys,1692,6,6,49,True
28,Backstreet Boys,3893,7,3,14,True
28,Peaky Blinders,0,0,0,46,False
28,The Iron Hand,2830,2,3,39,True
28,Solomons' Bakery,590,3,2,42,True
29,The Cabal,6183,7,6,42,True
29,Kimber's Boys,2158,6,6,49,True
29,Backstreet Boys,4284,7,3,14,True
29,Peaky Blinders,0,0,0,46,False
29,The Iron Hand,3227,2,3,32,True
29,Solomons' Bakery,799,3,2,42,True
30,The Cabal,6955,7,6,42,True
30,Kimber's Boys,2624,6,6,41,True
30,Backstreet Boys,4175,7,3,24,True
30,Peaky Blinders,0,0,0,46,False
30,The Iron Hand,3324,2,3,39,True
30,Solomons' Bakery,308,4,2,42,True
31,The Cabal,7427,7,6,49,True
31,Kimber's Boys,3090,6,6,41,True
31,Backstreet Boys,4629,7,3,24,True
31,Peaky Blinders,0,0,0,46,False
31,The Iron Hand,3786,2,3,39,True
31,Solomons' Bakery,497,4,2,42,True
32,The Cabal,8267,7,6,41,True
32,Kimber's Boys,3556,5,6,48,True
32,Backstreet Boys,5083,7,3,24,True
32,Peaky Blinders,0,0,0,46,False
32,The Iron Hand,3948,2,3,46,True
32,Solomons' Bakery,0,0,0,27,False
33,The Cabal,9107,7,6,41,True
33,Kimber's Boys,4042,5,6,48,True
33,Backstreet Boys,5537,7,3,24,True
33,Peaky Blinders,0,0,0,46,False
33,The Iron Hand,4343,2,3,50,True
33,Solomons' Bakery,0,0,0,27,False
34,The Cabal,9947,7,7,46,True
34,Kimber's Boys,3828,6,6,48,True
34,Backstreet Boys,5291,8,3,24,True
34,Peaky Blinders,0,0,0,46,False
34,The Iron Hand,4940,2,4,55,True
34,Solomons' Bakery,0,0,0,27,False
35,The Cabal,10806,7,7,46,True
35,Kimber's Boys,4294,6,6,48,True
35,Backstreet Boys,5725,8,3,24,True
35,Peaky Blinders,0,0,0,46,False
35,The Iron Hand,4741,1,3,25,True
35,Solomons' Bakery,0,0,0,27,False
36,The Cabal,11365,7,7,53,True
36,Kimber's Boys,4760,6,7,53,True
36,Backstreet Boys,6159,8,3,24,True
36,Peaky Blinders,0,0,0,46,False
36,The Iron Hand,5058,1,3,32,True
36,Solomons' Bakery,0,0,0,27,False
37,The Cabal,12276,7,7,53,True
37,Kimber's Boys,4766,6,7,63,True
37,Backstreet Boys,6293,8,3,31,True
37,Peaky Blinders,0,0,0,46,False
37,The Iron Hand,5060,2,3,32,True
37,Solomons' Bakery,0,0,0,27,False
38,The Cabal,11209,6,6,23,True
38,Kimber's Boys,5335,6,7,63,True
38,Backstreet Boys,6796,8,3,31,True
38,Peaky Blinders,0,0,0,46,False
38,The Iron Hand,5742,2,3,32,True
38,Solomons' Bakery,0,0,0,27,False
39,The Cabal,11621,6,6,33,True
39,Kimber's Boys,5904,6,7,63,True
39,Backstreet Boys,7299,8,3,31,True
39,Peaky Blinders,0,0,0,46,False
39,The Iron Hand,5724,3,3,32,True
39,Solomons' Bakery,0,0,0,27,False
40,The Cabal,12604,6,6,33,True
40,Kimber's Boys,6473,6,7,61,True
40,Backstreet Boys,7102,8,3,31,True
40,Peaky Blinders,0,0,0,46,False
40,The Iron Hand,6086,3,3,39,True
40,Solomons' Bakery,0,0,0,27,False
41,The Cabal,13587,6,6,33,True
41,Kimber's Boys,5986,5,7,31,True
41,Backstreet Boys,7305,8,3,38,True
41,Peaky Blinders,0,0,0,46,False
41,The Iron Hand,6679,3,3,43,True
41,Solomons' Bakery,0,0,0,27,False
42,The Cabal,14570,6,6,32,True
42,Kimber's Boys,6500,5,7,31,True
42,Backstreet Boys,7888,8,3,38,True
42,Peaky Blinders,0,0,0,46,False
42,The Iron Hand,7503,3,4,48,True
42,Solomons' Bakery,0,0,0,27,False
43,The Cabal,15553,6,6,32,True
43,Kimber's Boys,6314,6,7,31,True
43,Backstreet Boys,8471,8,3,38,True
43,Peaky Blinders,0,0,0,46,False
43,The Iron Hand,8346,3,4,38,True
43,Solomons' Bakery,0,0,0,27,False
44,The Cabal,16536,6,6,32,True
44,Kimber's Boys,6808,6,7,21,True
44,Backstreet Boys,9054,8,3,36,True
44,Peaky Blinders,0,0,0,46,False
44,The Iron Hand,9189,3,4,38,True
44,Solomons' Bakery,0,0,0,27,False
45,The Cabal,16819,7,6,32,True
45,Kimber's Boys,6602,7,7,21,True
45,Backstreet Boys,9637,8,3,36,True
45,Peaky Blinders,0,0,0,46,False
45,The Iron Hand,9532,3,4,48,True
45,Solomons' Bakery,0,0,0,27,False
46,The Cabal,17082,8,6,32,True
46,Kimber's Boys,7076,7,7,21,True
46,Backstreet Boys,9920,8,3,43,True
46,Peaky Blinders,0,0,0,46,False
46,The Iron Hand,10157,3,4,55,True
46,Solomons' Bakery,0,0,0,27,False
47,The Cabal,18025,7,6,32,True
47,Kimber's Boys,7550,7,7,21,True
47,Backstreet Boys,10556,7,3,43,True
47,Peaky Blinders,0,0,0,46,False
47,The Iron Hand,11135,3,4,55,True
47,Solomons' Bakery,0,0,0,27,False
48,The Cabal,18288,8,6,32,True
48,Kimber's Boys,8024,7,7,21,True
48,Backstreet Boys,11062,7,3,47,True
48,Peaky Blinders,0,0,0,46,False
48,The Iron Hand,12113,3,4,48,True
48,Solomons' Bakery,0,0,0,27,False
49,The Cabal,19231,8,6,32,True
49,Kimber's Boys,8198,7,7,28,True
49,Backstreet Boys,11795,7,3,47,True
49,Peaky Blinders,0,0,0,46,False
49,The Iron Hand,13091,3,4,43,True
49,Solomons' Bakery,0,0,0,27,False
